ID,experimental_replicate,concentration,num_sclerotia
50,1,500,56
50,1,500,70
50,1,500,49
1,2,0,360
1,2,0,310
1,2,0,340
2,2,0,55
2,2,0,116
2,2,0,222
3,2,0,509
3,2,0,312
3,2,0,287
4,2,0,316
4,2,0,306
4,2,0,289
5,2,0,35
5,2,0,47
5,2,0,90
6,2,0,150
6,2,0,580
6,2,0,100
7,2,0,160
7,2,0,230
7,2,0,450
8,2,0,116
8,2,0,120
8,2,0,107
9,2,0,100
9,2,0,99
9,2,0,187
10,2,0,140
10,2,0,137
10,2,0,147
11,2,0,180
11,2,0,250
11,2,0,162
12,2,0,170
12,2,0,142
12,2,0,128
13,2,0,513
13,2,0,483
13,2,0,492
14,2,0,86
14,2,0,208
14,2,0,256
15,2,0,416
15,2,0,511
15,2,0,312
16,2,0,267
16,2,0,270
16,2,0,203
17,2,0,202
17,2,0,240
17,2,0,186
18,2,0,170
18,2,0,278
18,2,0,214
19,2,0,112
19,2,0,126
19,2,0,250
20,2,0,128
20,2,0,315
20,2,0,250
21,2,0,142
21,2,0,170
21,2,0,145
22,2,0,81
22,2,0,130
22,2,0,178
23,2,0,190
23,2,0,163
23,2,0,173
24,2,0,168
24,2,0,138
24,2,0,208
25,2,0,236
25,2,0,260
25,2,0,246
26,2,0,120
26,2,0,128
26,2,0,116
27,2,0,137
27,2,0,114
27,2,0,138
28,2,0,75
28,2,0,162
28,2,0,210
29,2,0,362
29,2,0,47
29,2,0,41
30,2,0,112
30,2,0,101
30,2,0,87
31,2,0,35
31,2,0,0
31,2,0,19
32,2,0,145
32,2,0,130
32,2,0,140
33,2,0,103
33,2,0,112
33,2,0,170
34,2,0,174
34,2,0,153
34,2,0,137
35,2,0,160
35,2,0,213
35,2,0,260
36,2,0,315
36,2,0,460
36,2,0,320
37,2,0,183
37,2,0,170
37,2,0,145
38,2,0,120
38,2,0,170
38,2,0,140
39,2,0,125
39,2,0,178
39,2,0,172
40,2,0,112
40,2,0,226
40,2,0,314
41,2,0,250
41,2,0,203
41,2,0,316
42,2,0,115
42,2,0,127
42,2,0,127
43,2,0,100
43,2,0,120
43,2,0,115
44,2,0,350
44,2,0,144
44,2,0,200
45,2,0,157
45,2,0,78
45,2,0,118
46,2,0,120
46,2,0,115
46,2,0,387
47,2,0,136
47,2,0,243
47,2,0,226
48,2,0,56
48,2,0,115
48,2,0,103
49,2,0,160
49,2,0,204
49,2,0,187
50,2,0,250
50,2,0,183
50,2,0,214
1,2,1,320
1,2,1,343
1,2,1,300
2,2,1,56
2,2,1,100
2,2,1,202
3,2,1,238
3,2,1,212
3,2,1,247
4,2,1,260
4,2,1,253
4,2,1,300
5,2,1,15
5,2,1,20
5,2,1,35
6,2,1,115
6,2,1,120
6,2,1,100
7,2,1,140
7,2,1,150
7,2,1,113
8,2,1,120
8,2,1,86
8,2,1,116
9,2,1,75
9,2,1,132
9,2,1,70
10,2,1,90
10,2,1,130
10,2,1,127
11,2,1,128
11,2,1,115
11,2,1,222
12,2,1,120
12,2,1,142
12,2,1,112
13,2,1,412
13,2,1,393
13,2,1,392
14,2,1,96
14,2,1,92
14,2,1,100
15,2,1,420
15,2,1,460
15,2,1,247
16,2,1,301
16,2,1,297
16,2,1,103
17,2,1,102
17,2,1,98
17,2,1,94
18,2,1,110
18,2,1,96
18,2,1,87
19,2,1,80
19,2,1,130
19,2,1,170
20,2,1,108
20,2,1,222
20,2,1,115
21,2,1,62
21,2,1,17
21,2,1,237
22,2,1,81
22,2,1,130
22,2,1,178
23,2,1,130
23,2,1,161
23,2,1,112
24,2,1,155
24,2,1,168
24,2,1,160
25,2,1,236
25,2,1,160
25,2,1,236
26,2,1,105
26,2,1,128
26,2,1,110
27,2,1,120
27,2,1,116
27,2,1,140
28,2,1,45
28,2,1,162
28,2,1,160
29,2,1,42
29,2,1,28
29,2,1,56
30,2,1,91
30,2,1,95
30,2,1,87
31,2,1,8
31,2,1,3
31,2,1,1
32,2,1,140
32,2,1,132
32,2,1,139
33,2,1,120
33,2,1,116
33,2,1,100
34,2,1,100
34,2,1,114
34,2,1,227
35,2,1,90
35,2,1,213
35,2,1,160
36,2,1,215
36,2,1,360
36,2,1,220
37,2,1,153
37,2,1,130
37,2,1,135
38,2,1,138
38,2,1,136
38,2,1,140
39,2,1,120
39,2,1,108
39,2,1,112
40,2,1,136
40,2,1,120
40,2,1,312
41,2,1,137
41,2,1,220
41,2,1,300
42,2,1,190
42,2,1,107
42,2,1,127
43,2,1,75
43,2,1,130
43,2,1,125
44,2,1,152
44,2,1,145
44,2,1,202
45,2,1,24
45,2,1,50
45,2,1,10
46,2,1,70
46,2,1,130
46,2,1,110
47,2,1,130
47,2,1,120
47,2,1,192
48,2,1,56
48,2,1,51
48,2,1,57
49,2,1,70
49,2,1,88
49,2,1,219
50,2,1,130
50,2,1,147
50,2,1,133
1,2,5,312
1,2,5,450
1,2,5,190
2,2,5,115
2,2,5,100
2,2,5,82
3,2,5,213
3,2,5,252
3,2,5,297
4,2,5,190
4,2,5,215
4,2,5,280
5,2,5,30
5,2,5,10
5,2,5,19
6,2,5,58
6,2,5,96
6,2,5,110
7,2,5,130
7,2,5,126
7,2,5,136
8,2,5,60
8,2,5,150
8,2,5,112
9,2,5,73
9,2,5,85
9,2,5,112
10,2,5,96
10,2,5,115
10,2,5,122
11,2,5,126
11,2,5,202
11,2,5,140
12,2,5,180
12,2,5,112
12,2,5,98
13,2,5,420
13,2,5,362
13,2,5,282
14,2,5,92
14,2,5,86
14,2,5,79
15,2,5,380
15,2,5,401
15,2,5,416
16,2,5,115
16,2,5,120
16,2,5,126
17,2,5,86
17,2,5,112
17,2,5,94
18,2,5,102
18,2,5,60
18,2,5,86
19,2,5,86
19,2,5,110
19,2,5,87
20,2,5,110
20,2,5,225
20,2,5,164
21,2,5,61
21,2,5,90
21,2,5,28
22,2,5,160
22,2,5,162
22,2,5,90
23,2,5,102
23,2,5,63
23,2,5,113
24,2,5,158
24,2,5,170
24,2,5,86
25,2,5,253
25,2,5,260
25,2,5,68
26,2,5,105
26,2,5,64
26,2,5,110
27,2,5,101
27,2,5,64
27,2,5,50
28,2,5,60
28,2,5,94
28,2,5,83
29,2,5,56
29,2,5,52
29,2,5,43
30,2,5,60
30,2,5,76
30,2,5,57
31,2,5,5
31,2,5,3
31,2,5,3
32,2,5,115
32,2,5,118
32,2,5,312
33,2,5,86
33,2,5,112
33,2,5,100
34,2,5,180
34,2,5,62
34,2,5,86
35,2,5,146
35,2,5,136
35,2,5,142
36,2,5,190
36,2,5,130
36,2,5,112
37,2,5,83
37,2,5,320
37,2,5,67
38,2,5,128
38,2,5,116
38,2,5,142
39,2,5,120
39,2,5,100
39,2,5,96
40,2,5,200
40,2,5,110
40,2,5,112
41,2,5,118
41,2,5,216
41,2,5,310
42,2,5,110
42,2,5,190
42,2,5,137
43,2,5,150
43,2,5,90
43,2,5,106
44,2,5,122
44,2,5,180
44,2,5,96
45,2,5,10
45,2,5,52
45,2,5,56
46,2,5,110
46,2,5,90
46,2,5,87
47,2,5,100
47,2,5,130
47,2,5,146
48,2,5,79
48,2,5,60
48,2,5,49
49,2,5,96
49,2,5,110
49,2,5,107
50,2,5,126
50,2,5,86
50,2,5,160
1,2,10,200
1,2,10,190
1,2,10,215
2,2,10,98
2,2,10,82
2,2,10,110
3,2,10,240
3,2,10,258
3,2,10,226
4,2,10,196
4,2,10,215
4,2,10,82
5,2,10,3
5,2,10,4
5,2,10,3
6,2,10,69
6,2,10,86
6,2,10,42
7,2,10,120
7,2,10,98
7,2,10,140
8,2,10,36
8,2,10,7
8,2,10,39
9,2,10,70
9,2,10,59
9,2,10,50
10,2,10,92
10,2,10,50
10,2,10,120
11,2,10,70
11,2,10,62
11,2,10,120
12,2,10,90
12,2,10,50
12,2,10,46
13,2,10,306
13,2,10,183
13,2,10,200
14,2,10,70
14,2,10,68
14,2,10,46
15,2,10,360
15,2,10,392
15,2,10,306
16,2,10,98
16,2,10,100
16,2,10,210
17,2,10,61
17,2,10,73
17,2,10,56
18,2,10,15
18,2,10,22
18,2,10,5
19,2,10,83
19,2,10,60
19,2,10,97
20,2,10,100
20,2,10,240
20,2,10,160
21,2,10,98
21,2,10,62
21,2,10,0
22,2,10,136
22,2,10,160
22,2,10,86
23,2,10,115
23,2,10,40
23,2,10,100
24,2,10,189
24,2,10,82
24,2,10,64
25,2,10,180
25,2,10,196
25,2,10,226
26,2,10,96
26,2,10,112
26,2,10,56
27,2,10,47
27,2,10,60
27,2,10,100
28,2,10,62
28,2,10,68
28,2,10,72
29,2,10,36
29,2,10,52
29,2,10,32
30,2,10,10
30,2,10,32
30,2,10,46
31,2,10,4
31,2,10,3
31,2,10,2
32,2,10,126
32,2,10,128
32,2,10,92
33,2,10,110
33,2,10,111
33,2,10,100
34,2,10,74
34,2,10,85
34,2,10,87
35,2,10,96
35,2,10,100
35,2,10,146
36,2,10,115
36,2,10,120
36,2,10,116
37,2,10,180
37,2,10,62
37,2,10,215
38,2,10,30
38,2,10,82
38,2,10,62
39,2,10,78
39,2,10,82
39,2,10,36
40,2,10,112
40,2,10,230
40,2,10,122
41,2,10,8
41,2,10,15
41,2,10,20
42,2,10,112
42,2,10,86
42,2,10,92
43,2,10,120
43,2,10,130
43,2,10,62
44,2,10,86
44,2,10,160
44,2,10,158
45,2,10,19
45,2,10,33
45,2,10,22
46,2,10,120
46,2,10,96
46,2,10,64
47,2,10,98
47,2,10,120
47,2,10,136
48,2,10,39
48,2,10,46
48,2,10,28
49,2,10,112
49,2,10,86
49,2,10,64
50,2,10,96
50,2,10,100
50,2,10,113
1,2,50,200
1,2,50,168
1,2,50,216
2,2,50,62
2,2,50,42
2,2,50,51
3,2,50,120
3,2,50,260
3,2,50,186
4,2,50,116
4,2,50,60
4,2,50,215
5,2,50,1
5,2,50,7
5,2,50,0
6,2,50,80
6,2,50,64
6,2,50,42
7,2,50,126
7,2,50,96
7,2,50,120
8,2,50,28
8,2,50,16
8,2,50,31
9,2,50,36
9,2,50,42
9,2,50,32
10,2,50,86
10,2,50,52
10,2,50,68
11,2,50,61
11,2,50,68
11,2,50,56
12,2,50,56
12,2,50,68
12,2,50,72
13,2,50,240
13,2,50,160
13,2,50,216
14,2,50,80
14,2,50,52
14,2,50,56
15,2,50,146
15,2,50,226
15,2,50,302
16,2,50,112
16,2,50,120
16,2,50,82
17,2,50,46
17,2,50,80
17,2,50,86
18,2,50,30
18,2,50,6
18,2,50,6
19,2,50,68
19,2,50,56
19,2,50,60
20,2,50,115
20,2,50,120
20,2,50,134
21,2,50,56
21,2,50,50
21,2,50,0
22,2,50,76
22,2,50,115
22,2,50,87
23,2,50,80
23,2,50,115
23,2,50,96
24,2,50,112
24,2,50,62
24,2,50,58
25,2,50,172
25,2,50,86
25,2,50,110
26,2,50,86
26,2,50,67
26,2,50,59
27,2,50,46
27,2,50,52
27,2,50,98
28,2,50,38
28,2,50,46
28,2,50,41
29,2,50,21
29,2,50,47
29,2,50,41
30,2,50,38
30,2,50,26
30,2,50,32
31,2,50,0
31,2,50,3
31,2,50,0
32,2,50,30
32,2,50,135
32,2,50,105
33,2,50,43
33,2,50,62
33,2,50,37
34,2,50,47
34,2,50,28
34,2,50,20
35,2,50,69
35,2,50,120
35,2,50,68
36,2,50,116
36,2,50,100
36,2,50,103
37,2,50,196
37,2,50,128
37,2,50,112
38,2,50,52
38,2,50,38
38,2,50,30
39,2,50,59
39,2,50,80
39,2,50,20
40,2,50,112
40,2,50,226
40,2,50,114
41,2,50,10
41,2,50,10
41,2,50,30
42,2,50,86
42,2,50,82
42,2,50,64
43,2,50,110
43,2,50,120
43,2,50,84
44,2,50,12
44,2,50,44
44,2,50,28
45,2,50,9
45,2,50,0
45,2,50,2
46,2,50,116
46,2,50,28
46,2,50,14
47,2,50,96
47,2,50,120
47,2,50,46
48,2,50,36
48,2,50,42
48,2,50,37
49,2,50,60
49,2,50,64
49,2,50,56
50,2,50,68
50,2,50,54
50,2,50,89
1,2,100,53
1,2,100,33
1,2,100,38
2,2,100,36
2,2,100,36
2,2,100,23
3,2,100,73
3,2,100,73
3,2,100,68
4,2,100,13
4,2,100,15
4,2,100,13
5,2,100,43
5,2,100,0
5,2,100,0
6,2,100,33
6,2,100,31
6,2,100,32
7,2,100,73
7,2,100,48
7,2,100,41
8,2,100,23
8,2,100,11
8,2,100,31
9,2,100,32
9,2,100,33
9,2,100,30
10,2,100,23
10,2,100,21
10,2,100,22
11,2,100,113
11,2,100,110
11,2,100,72
12,2,100,96
12,2,100,70
12,2,100,74
13,2,100,163
13,2,100,149
13,2,100,123
14,2,100,39
14,2,100,39
14,2,100,43
15,2,100,129
15,2,100,309
15,2,100,165
16,2,100,73
16,2,100,85
16,2,100,104
17,2,100,43
17,2,100,50
17,2,100,45
18,2,100,13
18,2,100,33
18,2,100,9
19,2,100,243
19,2,100,83
19,2,100,38
20,2,100,35
20,2,100,88
20,2,100,79
21,2,100,36
21,2,100,33
21,2,100,31
22,2,100,58
22,2,100,63
22,2,100,63
23,2,100,15
23,2,100,15
23,2,100,13
24,2,100,23
24,2,100,33
24,2,100,63
25,2,100,38
25,2,100,93
25,2,100,63
26,2,100,73
26,2,100,60
26,2,100,43
27,2,100,124
27,2,100,143
27,2,100,139
28,2,100,63
28,2,100,63
28,2,100,53
29,2,100,23
29,2,100,13
29,2,100,18
30,2,100,15
30,2,100,19
30,2,100,25
31,2,100,10
31,2,100,10
31,2,100,9
32,2,100,53
32,2,100,63
32,2,100,101
33,2,100,25
33,2,100,23
33,2,100,51
34,2,100,20
34,2,100,23
34,2,100,18
35,2,100,43
35,2,100,83
35,2,100,73
36,2,100,153
36,2,100,103
36,2,100,88
37,2,100,123
37,2,100,18
37,2,100,82
38,2,100,13
38,2,100,13
38,2,100,13
39,2,100,18
39,2,100,18
39,2,100,23
40,2,100,53
40,2,100,63
40,2,100,53
41,2,100,13
41,2,100,11
41,2,100,11
42,2,100,47
42,2,100,63
42,2,100,73
43,2,100,13
43,2,100,12
43,2,100,15
44,2,100,73
44,2,100,89
44,2,100,62
45,2,100,20
45,2,100,73
45,2,100,13
46,2,100,53
46,2,100,42
46,2,100,51
47,2,100,29
47,2,100,33
47,2,100,27
48,2,100,33
48,2,100,38
48,2,100,43
49,2,100,15
49,2,100,8
49,2,100,5
50,2,100,63
50,2,100,83
50,2,100,63
1,2,500,54
1,2,500,36
1,2,500,39
2,2,500,23
2,2,500,30
2,2,500,34
3,2,500,14
3,2,500,26
3,2,500,54
4,2,500,0
4,2,500,0
4,2,500,24
5,2,500,0
5,2,500,4
5,2,500,4
6,2,500,84
6,2,500,64
6,2,500,60
7,2,500,7
7,2,500,11
7,2,500,5
8,2,500,6
8,2,500,0
8,2,500,11
9,2,500,6
9,2,500,0
9,2,500,5
10,2,500,19
10,2,500,24
10,2,500,13
11,2,500,19
11,2,500,24
11,2,500,26
12,2,500,54
12,2,500,26
12,2,500,40
13,2,500,74
13,2,500,34
13,2,500,33
14,2,500,16
14,2,500,32
14,2,500,24
15,2,500,84
15,2,500,123
15,2,500,132
16,2,500,74
16,2,500,124
16,2,500,104
17,2,500,34
17,2,500,40
17,2,500,24
18,2,500,5
18,2,500,1
18,2,500,5
19,2,500,20
19,2,500,18
19,2,500,14
20,2,500,35
20,2,500,40
20,2,500,36
21,2,500,1
21,2,500,4
21,2,500,0
22,2,500,64
22,2,500,64
22,2,500,74
23,2,500,14
23,2,500,13
23,2,500,20
24,2,500,49
24,2,500,25
24,2,500,50
25,2,500,44
25,2,500,19
25,2,500,24
26,2,500,54
26,2,500,54
26,2,500,64
27,2,500,81
27,2,500,84
27,2,500,95
28,2,500,55
28,2,500,81
28,2,500,54
29,2,500,33
29,2,500,36
29,2,500,32
30,2,500,14
30,2,500,3
30,2,500,0
31,2,500,1
31,2,500,7
31,2,500,2
32,2,500,41
32,2,500,44
32,2,500,44
33,2,500,34
33,2,500,19
33,2,500,24
34,2,500,1
34,2,500,0
34,2,500,3
35,2,500,93
35,2,500,11
35,2,500,94
36,2,500,84
36,2,500,94
36,2,500,85
37,2,500,67
37,2,500,40
37,2,500,94
38,2,500,14
38,2,500,9
38,2,500,14
39,2,500,14
39,2,500,29
39,2,500,9
40,2,500,54
40,2,500,40
40,2,500,46
41,2,500,0
41,2,500,0
41,2,500,0
42,2,500,34
42,2,500,64
42,2,500,49
43,2,500,7
43,2,500,11
43,2,500,14
44,2,500,19
44,2,500,24
44,2,500,30
45,2,500,12
45,2,500,15
45,2,500,2
46,2,500,10
46,2,500,54
46,2,500,0
47,2,500,3
47,2,500,14
47,2,500,14
48,2,500,34
48,2,500,24
48,2,500,34
49,2,500,7
49,2,500,7
49,2,500,7
50,2,500,60
50,2,500,74
50,2,500,53